category,avg_log1p_views,var_log1p_views
0,7.651101795497555,1.1977193020946364
1,9.294433612969627,0.06168885085241542
2,10.291020801432731,0.10990664875352989
3,11.503494382759738,0.1512645335910673
4,13.74350391832729,1.5346174000440587
